S.No.,District Code,District Name,District Census 2011 Code,District Census 2001 Code,Subdistrict Code,Subdistrict Name,Subdistrict Census 2011 Code,Subdistrict Census 2001 Code,Village Code,Village Name,Village Census 2011 Code,Village Census 2001 Code,Local Body Code,Local Body Name
74,86,Ajmer,119,21,607,Ajmer,00607,2,91630,Saradhana,091630,02508100,33822,Saradhana
75,86,Ajmer,119,21,607,Ajmer,00607,2,91562,Sarana,091562,02500800,293954,Sarana
76,86,Ajmer,119,21,607,Ajmer,00607,2,91620,Sedariya,091620,02507100,33859,Sedariya
77,86,Ajmer,119,21,607,Ajmer,00607,2,946430,Shaahi,000000,,,
78,86,Ajmer,119,21,607,Ajmer,00607,2,91640,Somalpur,091640,02504900,33823,Somalpur
79,86,Ajmer,119,21,607,Ajmer,00607,2,91633,Tabeeji (Rural),091633,02508400,33824,Tabeeji
80,86,Ajmer,119,21,6659,Arain,00000,,91503,Almas,091503,02495100,33596,Deopuri
81,86,Ajmer,119,21,6659,Arain,00000,,91546,Ankauriya,091546,02499200,33588,Aakodiya
82,86,Ajmer,119,21,6659,Arain,00000,,91524,Arain,091524,02497100,33589,Arain
83,86,Ajmer,119,21,6659,Arain,00000,,91544,Balapura,091544,02499000,33597,Dhasook
84,86,Ajmer,119,21,6659,Arain,00000,,91509,Beenjarwara,091509,02495700,33603,Kalanada
85,86,Ajmer,119,21,6659,Arain,00000,,91534,Bhambholao,091534,02498000,33591,Bhamolav
86,86,Ajmer,119,21,6659,Arain,00000,,91499,Bharla,091499,02494700,33596,Deopuri
87,86,Ajmer,119,21,6659,Arain,00000,,91532,Bhawsa,091532,02497800,33591,Bhamolav
88,86,Ajmer,119,21,6659,Arain,00000,,91508,Bhogadeet,091508,02495600,33592,Bhogadeet
89,86,Ajmer,119,21,6659,Arain,00000,,91501,Chosla,091501,02494900,33596,Deopuri
90,86,Ajmer,119,21,6659,Arain,00000,,91523,Chota Lamba,091523,02497000,33608,Chhota Lamba
91,86,Ajmer,119,21,6659,Arain,00000,,91517,Dadiya,091517,02496500,33595,Dadiya
92,86,Ajmer,119,21,6659,Arain,00000,,91536,Dang,091536,02498200,33591,Bhamolav
93,86,Ajmer,119,21,6659,Arain,00000,,91535,Dangra,091535,02498100,33591,Bhamolav
94,86,Ajmer,119,21,6659,Arain,00000,,91498,Deopuri,091498,02494600,33596,Deopuri
95,86,Ajmer,119,21,6659,Arain,00000,,91515,Dhani Purohitan,091515,02496300,33729,Malion Ki Bari
96,86,Ajmer,119,21,6659,Arain,00000,,91550,Dhasook,091550,02499600,33597,Dhasook
97,86,Ajmer,119,21,6659,Arain,00000,,91513,Dholpuriya,091513,02496100,33603,Kalanada
98,86,Ajmer,119,21,6659,Arain,00000,,946424,Dohariya,000000,,,
99,86,Ajmer,119,21,6659,Arain,00000,,91553,Dothli,091553,02499900,33602,Jheerota
100,86,Ajmer,119,21,6659,Arain,00000,,91529,Gagoonda,091529,02497500,33592,Bhogadeet
101,86,Ajmer,119,21,6659,Arain,00000,,91533,Gahalpur,091533,02497900,33614,Siroonj
102,86,Ajmer,119,21,6659,Arain,00000,,91530,Goli,091530,02497600,33614,Siroonj
103,86,Ajmer,119,21,6659,Arain,00000,,91554,Goojarwara,091554,02500000,33602,Jheerota
104,86,Ajmer,119,21,6659,Arain,00000,,91540,Goondli,091540,02498600,293951,Kakalwara
105,86,Ajmer,119,21,6659,Arain,00000,,91547,Gothiyana,091547,02499300,33599,Gothiyana
106,86,Ajmer,119,21,6659,Arain,00000,,91518,Harpura,091518,02496500,33595,Dadiya
107,86,Ajmer,119,21,6659,Arain,00000,,91502,Indoli,091502,02495000,33596,Deopuri
108,86,Ajmer,119,21,6659,Arain,00000,,91520,Jhadol,091520,02496700,33609,Mandawariya
109,86,Ajmer,119,21,6659,Arain,00000,,91549,Jheerota,091549,02499500,33602,Jheerota
110,86,Ajmer,119,21,6659,Arain,00000,,91548,Jorawarpura,091548,02499400,33599,Gothiyana
111,86,Ajmer,119,21,6659,Arain,00000,,91531,Jugalipura,091531,02497700,33614,Siroonj
112,86,Ajmer,119,21,6659,Arain,00000,,91539,Kakalwara,091539,02498500,293951,Kakalwara
113,86,Ajmer,119,21,6659,Arain,00000,,91512,Kalanada,091512,02496000,33603,Kalanada
114,86,Ajmer,119,21,6659,Arain,00000,,91525,Kalyanpura,091525,02497200,33603,Kalanada
115,86,Ajmer,119,21,6659,Arain,00000,,91500,Katsoora,091500,02494800,33605,Katsoora
116,86,Ajmer,119,21,6659,Arain,00000,,91516,Kebaniya,091516,02496400,33608,Chhota Lamba
117,86,Ajmer,119,21,6659,Arain,00000,,915681,Keriya,000000,,33609,Mandawariya
118,86,Ajmer,119,21,6659,Arain,00000,,91519,Kheda Gopalpura,091519,02496600,33609,Mandawariya
119,86,Ajmer,119,21,6659,Arain,00000,,91551,Kishanpura,091551,02499700,33597,Dhasook
120,86,Ajmer,119,21,6659,Arain,00000,,91507,Mala,091507,02495500,33592,Bhogadeet
121,86,Ajmer,119,21,6659,Arain,00000,,91521,Mandawariya,091521,02496800,33747,Tiloniya
122,86,Ajmer,119,21,6659,Arain,00000,,91543,Mandiyawad Kalan,091543,02498900,293951,Kakalwara
123,86,Ajmer,119,21,6659,Arain,00000,,91542,Mandiyawad Khurd,091542,02498800,293951,Kakalwara
124,86,Ajmer,119,21,6659,Arain,00000,,91545,Moondoti,091545,02499100,33588,Aakodiya
125,86,Ajmer,119,21,6659,Arain,00000,,91541,Mothi,091541,02498700,293951,Kakalwara
126,86,Ajmer,119,21,6659,Arain,00000,,91510,Motipura,091510,02495800,293953,Motipura
127,86,Ajmer,119,21,6659,Arain,00000,,91526,Nonandpura,091526,02497300,33740,Salemabad
128,86,Ajmer,119,21,6659,Arain,00000,,91511,Pacheenpala,091511,02495900,33603,Kalanada
129,86,Ajmer,119,21,6659,Arain,00000,,91552,Pandarwara,091552,02499800,33597,Dhasook
130,86,Ajmer,119,21,6659,Arain,00000,,91514,Raghunathpura,091514,02496200,33605,Katsoora
131,86,Ajmer,119,21,6659,Arain,00000,,915680,Raghunathpura.,000000,,33605,Katsoora
132,86,Ajmer,119,21,6659,Arain,00000,,91538,Sandoliya,091538,02498400,33612,Sandoliya
133,86,Ajmer,119,21,6659,Arain,00000,,91555,Sarwar,091555,02500100,33602,Jheerota
134,86,Ajmer,119,21,6659,Arain,00000,,91537,Seel,091537,02498300,33612,Sandoliya
135,86,Ajmer,119,21,6659,Arain,00000,,91527,Shankarpura,091527,02497300,33603,Kalanada
136,86,Ajmer,119,21,6659,Arain,00000,,91528,Sinroj,091528,02497400,33614,Siroonj
137,86,Ajmer,119,21,606,Kishangarh,00606,1,91480,Balapura,091480,02492800,33726,Kadha
138,86,Ajmer,119,21,606,Kishangarh,00606,1,91467,Bandar Seendri,091467,02491700,33719,Bandar Seendri
139,86,Ajmer,119,21,606,Kishangarh,00606,1,91451,Bansra (Mehran),091451,02490100,33731,Kucheel
140,86,Ajmer,119,21,606,Kishangarh,00606,1,91473,Bargaon,091473,02492300,33736,Patan
141,86,Ajmer,119,21,606,Kishangarh,00606,1,91482,Barna,091482,02493000,33720,Barna
142,86,Ajmer,119,21,606,Kishangarh,00606,1,91478,Beeti,091478,02492600,33741,Sargaon
143,86,Ajmer,119,21,606,Kishangarh,00606,1,91441,Bhojiyawas,091441,02489100,33747,Tiloniya
144,86,Ajmer,119,21,606,Kishangarh,00606,1,91494,Bhunwada,091494,02494200,33746,Tikawara
145,86,Ajmer,119,21,606,Kishangarh,00606,1,91454,Brijpura,091454,02490400,33731,Kucheel
146,86,Ajmer,119,21,606,Kishangarh,00606,1,91423,Chak Nonandpura,091423,02487400,33740,Salemabad
147,86,Ajmer,119,21,606,Kishangarh,00606,1,91455,Cheeta Khera,091455,02490500,33728,Khatoli
148,86,Ajmer,119,21,606,Kishangarh,00606,1,91472,Choondari,091472,02492200,33736,Patan
149,86,Ajmer,119,21,606,Kishangarh,00606,1,91471,Churli,091471,02492100,33736,Patan
150,86,Ajmer,119,21,606,Kishangarh,00606,1,91504,Deendwara,091504,02495200,33723,Deendwara
151,86,Ajmer,119,21,606,Kishangarh,00606,1,91489,Dhani Deomand,091489,02493700,33729,Malion Ki Bari
152,86,Ajmer,119,21,606,Kishangarh,00606,1,91488,Dhani Purohitan,091488,02493600,33605,Katsoora
153,86,Ajmer,119,21,606,Kishangarh,00606,1,91486,Dhani Rathoran,091486,02493400,33729,Malion Ki Bari
154,86,Ajmer,119,21,606,Kishangarh,00606,1,927956,Farasiya,000000,,,
155,86,Ajmer,119,21,606,Kishangarh,00606,1,91466,Ganeshpura,091466,02491600,33719,Bandar Seendri
156,86,Ajmer,119,21,606,Kishangarh,00606,1,91495,Godiyana,091495,02494300,33742,Silora
157,86,Ajmer,119,21,606,Kishangarh,00606,1,91481,Gordhanpura,091481,02492900,33720,Barna
158,86,Ajmer,119,21,606,Kishangarh,00606,1,91446,Gudli,091446,02489600,33738,Ralawatan
159,86,Ajmer,119,21,606,Kishangarh,00606,1,91476,Jogiyon Ka Nada,091476,02492500,33741,Sargaon
160,86,Ajmer,119,21,606,Kishangarh,00606,1,91483,Kachariya,091483,02493100,33742,Silora
161,86,Ajmer,119,21,606,Kishangarh,00606,1,946906,Kadampura,000000,,,
162,86,Ajmer,119,21,606,Kishangarh,00606,1,91496,Kadha,091496,02494400,33726,Kadha
163,86,Ajmer,119,21,606,Kishangarh,00606,1,91443,Kali Doongri,091443,02489300,33728,Khatoli
164,86,Ajmer,119,21,606,Kishangarh,00606,1,91453,Kalyanpura,091453,02490300,33731,Kucheel
165,86,Ajmer,119,21,606,Kishangarh,00606,1,91505,Khandach,091505,02495300,33723,Deendwara
166,86,Ajmer,119,21,606,Kishangarh,00606,1,91445,Khatoli,091445,02489500,33728,Khatoli
167,86,Ajmer,119,21,606,Kishangarh,00606,1,91426,Kheda Nonandpura,091426,02487700,33603,Kalanada
168,86,Ajmer,119,21,606,Kishangarh,00606,1,91492,Khera,091492,02494000,33746,Tikawara
169,86,Ajmer,119,21,606,Kishangarh,00606,1,91465,Khera Karmsotan,091465,02491500,33719,Bandar Seendri
170,86,Ajmer,119,21,606,Kishangarh,00606,1,927954,Kishangarh,000000,,,
171,86,Ajmer,119,21,606,Kishangarh,00606,1,91452,Kucheel,091452,02490200,33731,Kucheel
172,86,Ajmer,119,21,606,Kishangarh,00606,1,91487,Malion Ki Bari,091487,02493500,33729,Malion Ki Bari
173,86,Ajmer,119,21,606,Kishangarh,00606,1,91459,Mandawariya,091459,02490900,33609,Mandawariya
174,86,Ajmer,119,21,606,Kishangarh,00606,1,91456,Mohan Pura,091456,02490600,33728,Khatoli
175,86,Ajmer,119,21,606,Kishangarh,00606,1,91497,Moondolao,091497,02494500,33726,Kadha
176,86,Ajmer,119,21,606,Kishangarh,00606,1,91464,Mundoti,091464,02491400,33732,Naloo
177,86,Ajmer,119,21,606,Kishangarh,00606,1,91463,Naloo,091463,02491300,33732,Naloo
178,86,Ajmer,119,21,606,Kishangarh,00606,1,91457,Naya Gaon,091457,02490700,33741,Sargaon
179,86,Ajmer,119,21,606,Kishangarh,00606,1,91468,Nohariya,091468,02491800,33732,Naloo
180,86,Ajmer,119,21,606,Kishangarh,00606,1,91470,Patan,091470,02492000,33736,Patan
181,86,Ajmer,119,21,606,Kishangarh,00606,1,91469,Pedi Bhata,091469,02491900,33736,Patan
182,86,Ajmer,119,21,606,Kishangarh,00606,1,91460,Phaloda,091460,02491000,33747,Tiloniya
183,86,Ajmer,119,21,606,Kishangarh,00606,1,91491,Raghunath Pura,091491,02493900,33746,Tikawara
184,86,Ajmer,119,21,606,Kishangarh,00606,1,91444,Raheempura,091444,02489400,33728,Khatoli
185,86,Ajmer,119,21,606,Kishangarh,00606,1,91427,Ralawatan,091427,02487800,33738,Ralawatan
186,86,Ajmer,119,21,606,Kishangarh,00606,1,91477,Rampura.,091477,02492500,33741,Sargaon
187,86,Ajmer,119,21,606,Kishangarh,00606,1,91479,Rari,091479,02492700,33741,Sargaon
188,86,Ajmer,119,21,606,Kishangarh,00606,1,927955,Sanwatsar,000000,,,
189,86,Ajmer,119,21,606,Kishangarh,00606,1,91475,Sar Gaon,091475,02492500,33741,Sargaon
190,86,Ajmer,119,21,606,Kishangarh,00606,1,91425,Shrinibark Tirth,091425,02487600,33740,Salemabad
191,86,Ajmer,119,21,606,Kishangarh,00606,1,91485,Silora,091485,02493300,33742,Silora
192,86,Ajmer,119,21,606,Kishangarh,00606,1,91474,Sooratpura,091474,02492400,33723,Deendwara
193,86,Ajmer,119,21,606,Kishangarh,00606,1,91506,Tihari,091506,02495400,33723,Deendwara
194,86,Ajmer,119,21,606,Kishangarh,00606,1,91493,Tikawara,091493,02494100,33746,Tikawara
195,86,Ajmer,119,21,606,Kishangarh,00606,1,91461,Tiloniya,091461,02491100,33747,Tiloniya
196,86,Ajmer,119,21,606,Kishangarh,00606,1,91442,Tokra,091442,02489200,33728,Khatoli
197,86,Ajmer,119,21,606,Kishangarh,00606,1,91458,Tolamal,091458,02490800,33736,Patan
198,86,Ajmer,119,21,606,Kishangarh,00606,1,91490,Udaipur Kalan,091490,02493800,33742,Silora
199,86,Ajmer,119,21,606,Kishangarh,00606,1,91484,Udaipur Khurd,091484,02493200,33742,Silora
200,86,Ajmer,119,21,611,Nasirabad,00611,6,92164,Ajba Ka Bariya,092164,02555100,33781,Baghsuri
201,86,Ajmer,119,21,611,Nasirabad,00611,6,92181,Amarpura,092181,02556800,33815,Nyara
202,86,Ajmer,119,21,611,Nasirabad,00611,6,92160,Ansari,092160,02554700,33788,Bithoor
203,86,Ajmer,119,21,611,Nasirabad,00611,6,92128,Ashapura,092128,02551900,33845,Lavera
204,86,Ajmer,119,21,611,Nasirabad,00611,6,92163,Baghsuri,092163,02555000,33781,Baghsuri
205,86,Ajmer,119,21,611,Nasirabad,00611,6,92175,Bakhtawarpura,092175,02556200,33815,Nyara
206,86,Ajmer,119,21,611,Nasirabad,00611,6,92161,Banewara,092161,02554800,33781,Baghsuri
207,86,Ajmer,119,21,611,Nasirabad,00611,6,92102,Banewari,092102,02549500,33843,Kanpura
208,86,Ajmer,119,21,611,Nasirabad,00611,6,92132,Bara Patthar,092132,02552300,33793,Derathoo
209,86,Ajmer,119,21,611,Nasirabad,00611,6,92133,Bewanja,092133,02552400,33836,Dilwara
210,86,Ajmer,119,21,611,Nasirabad,00611,6,92177,Bhagwanpura,092177,02556400,33815,Nyara
211,86,Ajmer,119,21,611,Nasirabad,00611,6,92179,Bhairoo Khera,092179,02556600,33815,Nyara
212,86,Ajmer,119,21,611,Nasirabad,00611,6,92142,Bhatiyani,092142,02553300,33784,Bhatiyani
213,86,Ajmer,119,21,611,Nasirabad,00611,6,92154,Bhawani Khera,092154,02554100,33786,Bhawani Khera
214,86,Ajmer,119,21,611,Nasirabad,00611,6,92157,Bheempura,092157,02554400,33788,Bithoor
215,86,Ajmer,119,21,611,Nasirabad,00611,6,92165,Bithoor,092165,02555200,33788,Bithoor
216,86,Ajmer,119,21,611,Nasirabad,00611,6,92149,Brahmanon Ki Badiya,092149,02553900,33820,Rajosi
217,86,Ajmer,119,21,611,Nasirabad,00611,6,92168,Bubaniya,092168,02555500,33814,Nandla
218,86,Ajmer,119,21,611,Nasirabad,00611,6,92162,Budhpura,092162,02554900,33781,Baghsuri
219,86,Ajmer,119,21,611,Nasirabad,00611,6,92166,Chainpura,092166,02555300,33819,Rajgarh
220,86,Ajmer,119,21,611,Nasirabad,00611,6,92107,Chandsen,092107,02549900,33862,Tilana
221,86,Ajmer,119,21,611,Nasirabad,00611,6,92143,Chat,092143,02553400,33784,Bhatiyani
222,86,Ajmer,119,21,611,Nasirabad,00611,6,92155,Chat Sardarpura,092155,02554200,33819,Rajgarh
223,86,Ajmer,119,21,611,Nasirabad,00611,6,92115,Deoliya,092115,02550700,33848,Maoshiya
224,86,Ajmer,119,21,611,Nasirabad,00611,6,92137,Derathoo,092137,02552800,33793,Derathoo
225,86,Ajmer,119,21,611,Nasirabad,00611,6,92150,Dewla Ki Dang,092150,02553900,33820,Rajosi
226,86,Ajmer,119,21,611,Nasirabad,00611,6,92134,Dhal,092134,02552500,33835,Dhal
227,86,Ajmer,119,21,611,Nasirabad,00611,6,92167,Dholadanta,092167,02555400,33815,Nyara
228,86,Ajmer,119,21,611,Nasirabad,00611,6,92144,Dholadanta Derathoo,092144,02553500,33784,Bhatiyani
229,86,Ajmer,119,21,611,Nasirabad,00611,6,92180,Dholadanta Nyara,092180,02556700,33815,Nyara
230,86,Ajmer,119,21,611,Nasirabad,00611,6,92130,Dilwara,092130,02552100,33836,Dilwara
231,86,Ajmer,119,21,611,Nasirabad,00611,6,92129,Dilwari,092129,02552000,33836,Dilwara
232,86,Ajmer,119,21,611,Nasirabad,00611,6,915701,Dooladanta Bubaniya,000000,,33814,Nandla
233,86,Ajmer,119,21,611,Nasirabad,00611,6,92151,Doonga Ji Ka Badiya,092151,02553900,33820,Rajosi
234,86,Ajmer,119,21,611,Nasirabad,00611,6,92127,Gaderi,092127,02551800,33845,Lavera
235,86,Ajmer,119,21,611,Nasirabad,00611,6,92141,Hanwantiya,092141,02553200,33846,Loharwara
236,86,Ajmer,119,21,611,Nasirabad,00611,6,92104,Hardi,092104,02549600,33843,Kanpura
237,86,Ajmer,119,21,611,Nasirabad,00611,6,92101,Hathi Batta,092101,02549400,33853,Pharkiya
238,86,Ajmer,119,21,611,Nasirabad,00611,6,92145,Jagpura,092145,02553600,33784,Bhatiyani
239,86,Ajmer,119,21,611,Nasirabad,00611,6,92139,Jaswantpura,092139,02553000,33846,Loharwara
240,86,Ajmer,119,21,611,Nasirabad,00611,6,92174,Jhabarkiya,092174,02556100,33815,Nyara
241,86,Ajmer,119,21,611,Nasirabad,00611,6,92170,Jharwasa,092170,02555700,33801,Jharwasa
242,86,Ajmer,119,21,611,Nasirabad,00611,6,92096,Jilawara,092096,02549000,293955,Jilawara
243,86,Ajmer,119,21,611,Nasirabad,00611,6,92176,Kabrichat,092176,02556300,33815,Nyara
244,86,Ajmer,119,21,611,Nasirabad,00611,6,92106,Kadampura,092106,02549800,33862,Tilana
245,86,Ajmer,119,21,611,Nasirabad,00611,6,92093,Kaledi,092093,02548700,33842,Kana Kheri
246,86,Ajmer,119,21,611,Nasirabad,00611,6,92118,Kalyanipura,092118,02551000,33848,Maoshiya
247,86,Ajmer,119,21,611,Nasirabad,00611,6,92092,Kana Kheri,092092,02548700,33842,Kana Kheri
248,86,Ajmer,119,21,611,Nasirabad,00611,6,92103,Kanpura,092103,02549600,33843,Kanpura
249,86,Ajmer,119,21,611,Nasirabad,00611,6,92109,Keriya Khurd,092109,02550100,33857,Samproda
250,86,Ajmer,119,21,611,Nasirabad,00611,6,92119,Kesarpura,092119,02551100,33848,Maoshiya
251,86,Ajmer,119,21,611,Nasirabad,00611,6,92153,Khapri,092153,02554000,33786,Bhawani Khera
252,86,Ajmer,119,21,611,Nasirabad,00611,6,92152,Khapri Ki Dang,092152,02553900,33820,Rajosi
253,86,Ajmer,119,21,611,Nasirabad,00611,6,92122,Kurari,092122,02551300,33862,Tilana
254,86,Ajmer,119,21,611,Nasirabad,00611,6,92126,Lavera,092126,02551700,33845,Lavera
255,86,Ajmer,119,21,611,Nasirabad,00611,6,92117,Laxmipura,092117,02550900,33848,Maoshiya
256,86,Ajmer,119,21,611,Nasirabad,00611,6,92098,Liri Ka Badiya,092098,02549100,33860,Srinagar
257,86,Ajmer,119,21,611,Nasirabad,00611,6,92138,Loharwara,092138,02552900,33846,Loharwara
258,86,Ajmer,119,21,611,Nasirabad,00611,6,92124,Mandiyani,092124,02551500,33835,Dhal
259,86,Ajmer,119,21,611,Nasirabad,00611,6,92094,Manpura,092094,02548800,33842,Kana Kheri
260,86,Ajmer,119,21,611,Nasirabad,00611,6,92116,Maoshiya,092116,02550800,33848,Maoshiya
261,86,Ajmer,119,21,611,Nasirabad,00611,6,92125,Modi,092125,02551600,33845,Lavera
262,86,Ajmer,119,21,611,Nasirabad,00611,6,92099,Mohanpura,092099,02549200,33853,Pharkiya
